iShares Core MSCI Emerging Markets ETF
Inception Date,"Oct 18, 2012"
Fund Holdings as of,"05-Aug-2015"
Total Net Assets,"$7,149,741,212"
Shares Outstanding,"162,200,000"
Stock,"99.12"
Bond,"0.00"
Cash,"0.39"
Other,"0.50"
 
Ticker,Name,ISIN,SEDOL,Weight (%),Sector,Asset Class,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"031440","SHINSEGAE FOOD LTD","KR7031440001","6382166","0.0118","Consumer Discretionary","Equity","Korea (South)","$850,254","4,696","181.06","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"297","SINOFERT HOLDINGS LTD","BMG8403G1033","B0CJMD1","0.0118","Materials","Equity","China","$849,149","4,876,000","0.17","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2542","HIGHWEALTH CONSTRUCTION CORP.","TW0002542008","6154075","0.0295","Financials","Equity","Taiwan","$2,121,269","1,043,100","2.03","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1828","DAH CHONG HONG LTD","HK1828040670","B284BK4","0.0118","Consumer Discretionary","Equity","Hong Kong","$849,149","1,908,000","0.45","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"RENT3","LOCALIZA RENT A CAR S/A","BRRENTACNOR4","B08K3S0","0.0294","Industrials","Equity","Brazil","$2,113,224","266,235","7.94","XBSP","USD","BRL","3.49","-"
"HAVELLS","HAVELLS INDIA LTD","INE176B01034","BQGZWP9","0.0293","Industrials","Equity","India","$2,109,774","484,454","4.35","National Stock Exchange Of India","USD","INR","63.76","-"
"3691","GIGA SOLAR MATERIALS CORP","TW0003691002","B5BTL30","0.0118","Information Technology","Equity","Taiwan","$848,215","53,800","15.77","Gretai Securities Market","USD","TWD","31.62","-"
"002320","HANJIN TRANSPORTATION LTD","KR7002320000","6407780","0.0117","Industrials","Equity","Korea (South)","$845,127","18,893","44.73","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"1066","SHANDONG WEIGAO GROUP MEDICAL POLY","CNE100000171","6742340","0.0293","Health Care","Equity","China","$2,108,860","3,316,000","0.64","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2903","FAR EASTERN DEPARTMENT STORES LTD.","TW0002903002","6331373","0.0117","Consumer Discretionary","Equity","Taiwan","$843,620","1,490,167","0.57","Taiwan Stock Exchange","USD","TWD","31.62","-"
"001510","SK SECURITIES LTD","KR7001510007","6616348","0.0117","Financials","Equity","Korea (South)","$840,122","730,377","1.15","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"991","DATANG INTERNATIONAL POWER GENERAT","CNE1000002Z3","6080716","0.0290","Utilities","Equity","China","$2,090,325","4,780,000","0.44","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"041960","KOMIPHARM INTERNATIONAL CO. LTD.","KR7041960006","6419008","0.0117","Health Care","Equity","Korea (South)","$839,894","60,661","13.85","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"LINK","LINK NET ORD","ID1000131808","BMS8CQ9","0.0117","Telecommunication Services","Equity","Indonesia","$839,539","2,053,500","0.41","Indonesia Stock Exchange","USD","IDR","13,514.06","-"
"6239","POWERTECH TECHNOLOGY INC.","TW0006239007","6599676","0.0290","Information Technology","Equity","Taiwan","$2,087,689","1,146,000","1.82","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1628","YUZHOU PROPERTIES CO LTD","KYG9884T1013","B51QBN1","0.0117","Financials","Equity","China","$839,454","3,783,400","0.22","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BLU","BLUE LABEL LTD","ZAE000109088","B28XTY1","0.0116","Industrials","Equity","South Africa","$836,292","1,173,307","0.71","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"PPC","PRETORIA PORTLAND CEMENT LTD","ZAE000170049","B7C6V89","0.0290","Materials","Equity","South Africa","$2,084,209","1,206,696","1.73","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"2548","HUAKU DEVELOPMENT CO. LTD.","TW0002548005","6275459","0.0116","Financials","Equity","Taiwan","$834,309","494,000","1.69","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1899","XINGDA INTERNATIONAL HOLDINGS LTD.","KYG9827V1068","B1L3WW0","0.0116","Materials","Equity","China","$831,990","3,241,000","0.26","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"006040","DONGWON INDUSTRIES CO. LTD.","KR7006040000","6276322","0.0115","Consumer Staples","Equity","Korea (South)","$830,727","2,855","290.97","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"CPS","CYFROWY POLSAT S.A.","PLCFRPT00013","B2QRCM4","0.0287","Consumer Discretionary","Equity","Poland","$2,067,993","344,029","6.01","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.84","-"
"006650","KOREA PETRO CHEMICAL IND LTD","KR7006650006","6166672","0.0115","Materials","Equity","Korea (South)","$828,482","6,233","132.92","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"ADANI","ADANI POWER LTD.","INE814H01011","B3WQH49","0.0115","Utilities","Equity","India","$827,739","1,841,972","0.45","National Stock Exchange Of India","USD","INR","63.76","-"
"8213","TAIWAN PCB TECHVEST CO. LTD.","TW0008213000","B02QXR3","0.0115","Information Technology","Equity","Taiwan","$826,676","886,042","0.93","Taiwan Stock Exchange","USD","TWD","31.62","-"
"GFSA3","GAFISA S/A","BRGFSAACNOR3","2479619","0.0114","Consumer Discretionary","Equity","Brazil","$822,847","1,084,000","0.76","XBSP","USD","BRL","3.49","-"
"035080","INTERPARK HOLDINGS CORP","KR7035080001","6172817","0.0114","Consumer Discretionary","Equity","Korea (South)","$821,013","87,202","9.42","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"002020","KOLON INDUSTRIES CORP","KR7002020006","6496539","0.0114","Materials","Equity","Korea (South)","$819,791","13,271","61.77","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"036830","SOULBRAIN LTD","KR7036830008","B0105T2","0.0114","Materials","Equity","Korea (South)","$817,821","22,718","36.00","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"6005","CAPITAL SECURITIES CORP.","TW0006005002","6156673","0.0114","Financials","Equity","Taiwan","$817,526","2,687,000","0.30","Taiwan Stock Exchange","USD","TWD","31.62","-"
"HDIL","HOUSING DEVELOPMENT AND INFRASTRUC","INE191I01012","B1RPZ09","0.0114","Financials","Equity","India","$817,218","582,142","1.40","National Stock Exchange Of India","USD","INR","63.76","-"
"2328","PAN-INTERNATIONAL INDUSTRIAL CORP.","TW0002328002","6669966","0.0113","Information Technology","Equity","Taiwan","$814,495","1,996,366","0.41","Taiwan Stock Exchange","USD","TWD","31.62","-"
"8039","TAIFLEX SCIENTIFIC CO. LTD.","TW0008039009","6716497","0.0113","Information Technology","Equity","Taiwan","$814,080","720,000","1.13","Taiwan Stock Exchange","USD","TWD","31.62","-"
"CAIRN","CAIRN INDIA LTD","INE910H01017","B1G2NN0","0.0284","Energy","Equity","India","$2,045,843","780,100","2.62","National Stock Exchange Of India","USD","INR","63.76","-"
"MCGS","MEDICARE GROUP","QA0006929754","6080040","0.0113","Health Care","Equity","Qatar","$813,724","16,836","48.33","Qatar Exchange","USD","QAR","3.64","-"
"2618","TCL COMMUNICATION TECHNOLOGY HOLDI","KYG870161463","B02Y690","0.0113","Information Technology","Equity","China","$813,421","1,124,000","0.72","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2340","OPTOTECH CORP.","TW0002340007","6664723","0.0113","Information Technology","Equity","Taiwan","$811,502","2,792,000","0.29","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1710","ORIENTAL UNION CHEMICAL CORP.","TW0001710002","6661519","0.0113","Materials","Equity","Taiwan","$811,120","1,233,000","0.66","Taiwan Stock Exchange","USD","TWD","31.62","-"
"2855","PRESIDENT SECURITIES CORP.","TW0002855004","6154622","0.0113","Financials","Equity","Taiwan","$810,310","1,912,000","0.42","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1387","RENHE COMMERCIAL HOLDINGS LTD","KYG750041041","B3DDY15","0.0282","Financials","Equity","China","$2,026,765","27,564,000","0.07","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"037710","GWANGJUSHINSEGAE CO. LTD.","KR7037710001","6453783","0.0113","Consumer Discretionary","Equity","Korea (South)","$809,915","2,804","288.84","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"697","SHOUGANG CONCORD INTERNATIONAL ENT","HK0697002241","6907774","0.0112","Materials","Equity","China","$808,153","15,662,000","0.05","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"906","CPMC HOLDINGS LTD","HK0000057171","B562TV8","0.0112","Materials","Equity","China","$806,718","1,468,000","0.55","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2049","HIWIN TECHNOLOGIES CORP.","TW0002049004","B1YMYT5","0.0281","Industrials","Equity","Taiwan","$2,024,382","349,770","5.79","Taiwan Stock Exchange","USD","TWD","31.62","-"
"31","CHINA AEROSPACE INTERNATIONAL HOLD","HK0031044180","6215875","0.0112","Information Technology","Equity","Hong Kong","$806,213","4,664,000","0.17","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"049960","CELL BIOTECH CO. LTD.","KR7049960008","6571146","0.0112","-","Equity","Korea (South)","$804,920","15,411","52.23","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"2312","KINPO ELECTRONICS INC.","TW0002312006","6161031","0.0112","Information Technology","Equity","Taiwan","$803,249","2,568,000","0.31","Taiwan Stock Exchange","USD","TWD","31.62","-"
"CORFICOLCF","CORPORACION FINANCIERA COLOMBIANA","COJ12PA00048","B000C92","0.0280","Financials","Equity","Colombia","$2,015,001","161,069","12.51","Bolsa De Valores De Colombia","USD","COP","2,952.80","-"
"013030","HY-LOK CORP.","KR7013030002","6221913","0.0111","Industrials","Equity","Korea (South)","$801,910","27,845","28.80","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"011760","HYUNDAI CORP","KR7011760006","6450858","0.0111","Industrials","Equity","Korea (South)","$801,649","28,339","28.29","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"1076","IMPERIAL PACIFIC INTERNATIONAL HOL","BMG4769M1156","BYM8MQ9","0.0279","-","Equity","Hong Kong","$2,011,579","66,640,000","0.03","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"ICBP","INDOFOOD CBP SUKSES MAKMUR","ID1000116700","B4LD3M8","0.0279","Consumer Staples","Equity","Indonesia","$2,010,696","2,143,800","0.94","Indonesia Stock Exchange","USD","IDR","13,514.06","-"
"1293","BAOXIN AUTO GROUP LTD.","KYG089091063","B5VKM85","0.0111","Consumer Discretionary","Equity","China","$801,142","1,665,000","0.48","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"069620","DAEWOONG PHARMACEUTICAL","KR7069620003","6562979","0.0111","Health Care","Equity","Korea (South)","$800,915","10,491","76.34","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"2610","CHINA AIRLINES LTD.","TW0002610003","6189657","0.0279","Industrials","Equity","Taiwan","$2,004,907","4,387,000","0.46","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1319","TONG YANG INDUSTRY CO. LTD.","TW0001319002","6898845","0.0111","Consumer Discretionary","Equity","Taiwan","$797,462","766,400","1.04","Taiwan Stock Exchange","USD","TWD","31.62","-"
"TOPG","TOP GLOVE CORP. BHD","MYL7113OO003","B05L892","0.0278","Health Care","Equity","Malaysia","$2,002,965","961,200","2.08","Bursa Malaysia","USD","MYR","3.88","-"
"1798","CHINA DATANG CORP. RENEWABLE POWER","CNE100000X69","B4YX1N2","0.0111","Utilities","Equity","China","$796,846","5,883,000","0.14","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"538","AJISEN (CHINA) HOLDINGS LTD","KYG0192S1093","B1TNRD8","0.0111","Consumer Discretionary","Equity","Hong Kong","$796,834","1,674,000","0.48","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"5608","SHIH WEI NAVIGATION CO. LTD.","TW0005608004","6360560","0.0110","Industrials","Equity","Taiwan","$793,389","1,623,675","0.49","Taiwan Stock Exchange","USD","TWD","31.62","-"
"FIBRAMQ12","MACQUARIE MEXICO REAL ESTATE MANAG","MXCFFI0U0002","B80RZK1","0.0278","Financials","Equity","Mexico","$1,997,736","1,385,300","1.44","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"900948","INNER MONGOLIA YITAI COAL CO. LTD.","CNE000000SK7","6019011","0.0277","Energy","Equity","China","$1,996,646","1,921,700","1.04","Shanghai Stock Exchange","USD","USD","1.00","-"
"003530","HANWHA SECURITIES & INVESTMENT LTD","KR7003530003","6496142","0.0110","Financials","Equity","Korea (South)","$788,330","161,470","4.88","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"004150","HANSOL HOLDINGS LTD","KR7004150009","6192945","0.0109","Materials","Equity","Korea (South)","$786,861","101,372","7.76","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"TRKCM","TRAKYA CAM SANAYII A","TRATRKCM91F7","B03MY66","0.0109","Industrials","Equity","Turkey","$786,666","1,096,455","0.72","Istanbul Stock Exchange","USD","TRY","2.79","-"
"AMATA.R","AMATA CORPORATION NON-VOTING DR PC","TH0617010R19","6592965","0.0109","Financials","Equity","Thailand","$786,659","2,018,900","0.39","Stock Exchange Of Thailand","USD","THB","35.16","-"
"200152","SHANDONG AIRLINES CO LTD B","CNE0000014P1","6286202","0.0109","Industrials","Equity","China","$785,504","301,000","2.61","Shenzhen Stock Exchange","USD","HKD","7.75","-"
"BEC.R","BEC WORLD THB1(NVDR)","TH0592010R14","6728339","0.0275","Consumer Discretionary","Equity","Thailand","$1,981,226","1,882,700","1.05","Stock Exchange Of Thailand","USD","THB","35.16","-"
"OIBR4","OI S.A. PREF","BROIBRACNPR8","B7XL5Q9","0.0109","Telecommunication Services","Equity","Brazil","$783,551","614,700","1.27","XBSP","USD","BRL","3.49","-"
"1440","TAINAN SPINNING LTD","TW0001440006","6871824","0.0109","Consumer Discretionary","Equity","Taiwan","$781,407","1,783,894","0.44","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1513","LIVZON PHARMACEUTICAL GROUP INC IN","CNE100001QV5","BJ34614","0.0109","-","Equity","China","$781,125","159,770","4.89","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"8044","PC HOME ONLINE INC","TW0008044009","B05DVL1","0.0274","Information Technology","Equity","Taiwan","$1,971,376","131,502","14.99","Gretai Securities Market","USD","TWD","31.62","-"
"BDMN","BANK DANAMON INDONESIA","ID1000094204","6580034","0.0274","Financials","Equity","Indonesia","$1,970,963","6,130,200","0.32","Indonesia Stock Exchange","USD","IDR","13,514.06","-"
"6271","TONG HSING ELECTRONIC INDUSTRIES L","TW0006271000","B1L8PB5","0.0108","Information Technology","Equity","Taiwan","$779,986","380,000","2.05","Taiwan Stock Exchange","USD","TWD","31.62","-"
"SOBHA","SOBHA LTD","INE671H01015","B1BL581","0.0108","Financials","Equity","India","$778,878","140,275","5.55","National Stock Exchange Of India","USD","INR","63.76","-"
"RHBCAP","RHB CAPITAL","MYL1066OO009","6244675","0.0274","Financials","Equity","Malaysia","$1,970,852","1,032,700","1.91","Bursa Malaysia","USD","MYR","3.88","-"
"2841","TAIWAN LAND DEVELOPMENT CORP.","TW0002841004","6141088","0.0108","Financials","Equity","Taiwan","$778,112","2,299,322","0.34","Taiwan Stock Exchange","USD","TWD","31.62","-"
"5471","SONIX TECHNOLOGY CO. LTD.","TW0005471007","6311580","0.0108","Information Technology","Equity","Taiwan","$777,523","722,000","1.08","Taiwan Stock Exchange","USD","TWD","31.62","-"
"FLRY3","FLEURY S/A","BRFLRYACNOR5","B4X4D29","0.0108","Health Care","Equity","Brazil","$774,670","151,000","5.13","XBSP","USD","BRL","3.49","-"
"2606","U-MING MARINE TRANSPORT CORP.","TW0002606001","6911377","0.0108","Industrials","Equity","Taiwan","$774,616","604,000","1.28","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1661","WISDOM HOLDINGS GROUP","KYG9722N1007","BC5ZFB9","0.0107","Consumer Discretionary","Equity","China","$773,039","1,444,000","0.54","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"400","COGOBUY","KYG225371072","BP46XQ5","0.0107","Consumer Discretionary","Equity","China","$769,809","773,000","1.00","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"8406","GINKO INTERNATIONAL LTD","KYG390101064","B7X3BR8","0.0107","Health Care","Equity","Taiwan","$768,158","88,000","8.73","Gretai Securities Market","USD","TWD","31.62","-"
"AKSA","AKSA AKRILIK KIMYA SANAYI A","TRAAKSAW91E1","B03MNB4","0.0106","Consumer Discretionary","Equity","Turkey","$766,488","196,024","3.91","Istanbul Stock Exchange","USD","TRY","2.79","-"
"1711","EVERLIGHT CHEMICAL INDUSTRIAL CORP","TW0001711000","6324618","0.0106","Materials","Equity","Taiwan","$765,069","1,293,601","0.59","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1802","TAIWAN GLASS INDUSTRY CORP.","TW0001802007","6870865","0.0106","Industrials","Equity","Taiwan","$763,827","1,683,000","0.45","Taiwan Stock Exchange","USD","TWD","31.62","-"
"006280","GREEN CROSS(SOUTH KOREA) CORP","KR7006280002","6771708","0.0268","Health Care","Equity","Korea (South)","$1,929,147","10,315","187.02","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"1371","CHINA LOTSYNERGY HOLDINGS LTD","BMG2155D1450","6418113","0.0106","Consumer Discretionary","Equity","Hong Kong","$762,384","15,760,000","0.05","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1818","ZHAOJIN MINING INDUSTRY CO. LTD.","CNE1000004R6","B1H5082","0.0105","Materials","Equity","China","$759,174","1,696,000","0.45","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2039","CHINA INTERNATIONAL MARINE CONTAIN","CNE100001NN9","B87RSJ4","0.0266","Industrials","Equity","China","$1,918,415","902,400","2.13","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"8207","CREDIT CHINA HOLDINGS LTD.","KYG2523M1087","B3MMXX8","0.0105","Financials","Equity","China","$758,963","3,324,000","0.23","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"598","SINOTRANS LTD H","CNE1000004F1","6579010","0.0266","Industrials","Equity","China","$1,914,886","3,227,000","0.59","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BEEF3","MINERVA S/A","BRBEEFACNOR6","B23GH52","0.0105","Consumer Staples","Equity","Brazil","$758,680","241,000","3.15","XBSP","USD","BRL","3.49","-"
"003470","YUANTA SECURITIES KOREA LTD","KR7003470002","6894809","0.0105","Financials","Equity","Korea (South)","$758,251","164,192","4.62","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"EKHO","EGYPT KUWAIT HOLDING CO. S.A.E.","EGS69082C013","B0QMD00","0.0105","Financials","Equity","Egypt","$758,136","1,203,391","0.63","Egyptian Exchange","USD","USD","1.00","-"
"2889","WATERLAND FINANCIAL HOLDINGS","TW0002889003","6518392","0.0105","Financials","Equity","Taiwan","$757,769","2,876,293","0.26","Taiwan Stock Exchange","USD","TWD","31.62","-"
"DMC","DMCI HOLDINGS INC","PHY2088F1004","6272483","0.0263","Industrials","Equity","Philippines","$1,889,928","7,265,900","0.26","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"2371","TATUNG CO LTD","TW0002371002","6875677","0.0105","Consumer Discretionary","Equity","Taiwan","$757,262","4,114,000","0.18","Taiwan Stock Exchange","USD","TWD","31.62","-"
"6121","SIMPLO TECHNOLOGY LTD","TW0006121007","6421928","0.0261","Information Technology","Equity","Taiwan","$1,878,995","491,000","3.83","Gretai Securities Market","USD","TWD","31.62","-"
"4906","GEMTEK TECHNOLOGY CO LTD","TW0004906003","6427692","0.0105","Information Technology","Equity","Taiwan","$757,174","1,487,000","0.51","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1210","GREAT WALL ENTERPRISE CO. LTD.","TW0001210003","6384344","0.0105","Consumer Staples","Equity","Taiwan","$755,748","1,124,500","0.67","Taiwan Stock Exchange","USD","TWD","31.62","-"
"3264","ARDENTEC CORP","TW0003264008","6743332","0.0105","Information Technology","Equity","Taiwan","$754,566","1,192,912","0.63","Gretai Securities Market","USD","TWD","31.62","-"
"GLOBAL.R","SIAM GLOBAL HOUSE NON-VOTING DR PC","TH0991010R18","B4363H0","0.0105","Consumer Discretionary","Equity","Thailand","$753,747","3,231,922","0.23","Stock Exchange Of Thailand","USD","THB","35.16","-"
"82","V1 GROUP LTD","BMG9310X1065","BPFH3X4","0.0104","Information Technology","Equity","Hong Kong","$752,121","8,834,000","0.09","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"002240","KIS WIRE LTD","KR7002240000","6328182","0.0104","Materials","Equity","Korea (South)","$749,635","16,952","44.22","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"HYDR","FEDERAL HYDROGENERATING CO","RU000A0JPKH7","B58HDC0","0.0259","Utilities","Equity","Russian Federation","$1,867,883","223,055,000","0.01","Standard-Classica-Forts","USD","RUB","62.92","-"
"LAFMSIA","LAFARGE MALAYSIA","MYL3794OO004","6556518","0.0259","Materials","Equity","Malaysia","$1,862,863","749,300","2.49","Bursa Malaysia","USD","MYR","3.88","-"
"PFAVH","AVIANCA HOLDING PREF SA","PAI69PA00017","B45JBR3","0.0104","Industrials","Equity","Panama","$749,233","758,948","0.99","Bolsa De Valores De Colombia","USD","COP","2,952.80","-"
"ODPV3","ODONTOPREV SA","BRODPVACNOR4","B1H6R62","0.0259","Health Care","Equity","Brazil","$1,861,188","575,000","3.24","XBSP","USD","BRL","3.49","-"
"NITEC","NIIT TECHNOLOGIES LTD.","INE591G01017","B02PD81","0.0104","Information Technology","Equity","India","$746,212","102,720","7.26","National Stock Exchange Of India","USD","INR","63.76","-"
"3260","ADATA TECHNOLOGY LTD","TW0003260006","6718943","0.0103","Information Technology","Equity","Taiwan","$744,047","711,820","1.05","Gretai Securities Market","USD","TWD","31.62","-"
"SPG","SUPER GROUP LTD","ZAE000161832","B4WQMV8","0.0258","Consumer Discretionary","Equity","South Africa","$1,860,512","668,700","2.78","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"563","SHANGHAI INDUSTRIAL URBAN DEVELOPM","BMG8065B1037","6433882","0.0103","Financials","Equity","Hong Kong","$743,529","3,648,000","0.20","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1227","STANDARD FOODS CORP.","TW0001227007","6853554","0.0258","Consumer Staples","Equity","Taiwan","$1,856,518","615,953","3.01","Taiwan Stock Exchange","USD","TWD","31.62","-"
"008060","DAEDUCK ELECTRONICS LTD","KR7008060006","6149383","0.0103","Information Technology","Equity","Korea (South)","$740,698","114,686","6.46","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"001500","HMC INVESTMENT SECURITIES LTD","KR7001500008","6806150","0.0102","Financials","Equity","Korea (South)","$736,848","81,202","9.07","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"2383","ELITE MATERIAL CO. LTD.","TW0002383007","6316121","0.0256","Information Technology","Equity","Taiwan","$1,841,833","844,000","2.18","Taiwan Stock Exchange","USD","TWD","31.62","-"
"LSIP","PERUSAHAAN PERKEBUNAN LONDON SUMAT","ID1000118409","6535670","0.0102","Consumer Staples","Equity","Indonesia","$734,612","7,299,700","0.10","Indonesia Stock Exchange","USD","IDR","13,514.06","-"
"DEYAAR","DEYAAR DEVELOPMENT","AED001001018","B24F8T9","0.0102","Financials","Equity","United Arab Emirates","$734,211","3,288,640","0.22","Dubai Financial Market","USD","AED","3.67","-"
"000120","KOREA EXPRESS CORP","KR7000120006","6497112","0.0255","Industrials","Equity","Korea (South)","$1,837,899","12,326","149.11","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"OCDI","SIXTH OF OCTOBER DEVELOPMENT AND I","EGS65851C015","6651996","0.0102","Financials","Equity","Egypt","$733,969","544,741","1.35","Egyptian Exchange","USD","EGP","7.83","-"
"108670","LG HAUSYS LTD","KR7108670001","B55SJJ5","0.0255","Industrials","Equity","Korea (South)","$1,833,944","12,514","146.55","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"TV18BRDCST","TV18 BROADCAST LTD","INE886H01027","B1CKQW8","0.0101","Consumer Discretionary","Equity","India","$729,397","1,286,382","0.57","National Stock Exchange Of India","USD","INR","63.76","-"
"023160","T.K. CORP.","KR7023160005","6167125","0.0101","Industrials","Equity","Korea (South)","$729,100","81,496","8.95","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"308","CHINA TRAVEL INTERNATIONAL INVESTM","HK0308001558","6197285","0.0254","Consumer Discretionary","Equity","China","$1,829,636","4,874,000","0.38","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"6278","TAIWAN SURFACE MOUNTING TECHNOLOGY","TW0006278005","6740140","0.0101","Information Technology","Equity","Taiwan","$726,628","870,261","0.83","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1313","UPC TECHNOLOGY CORP.","TW0001313005","6918657","0.0100","Materials","Equity","Taiwan","$721,733","2,483,146","0.29","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1171","YANZHOU COAL MINING CO. LTD.","CNE1000004Q8","6109893","0.0254","Energy","Equity","China","$1,829,386","3,298,000","0.55","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"GRF","GROUP FIVE LTD","ZAE000027405","6305710","0.0100","Industrials","Equity","South Africa","$718,273","401,331","1.79","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"NIKL","NICKEL ASIA CORP","PHY6350R1069","B5BNBK9","0.0099","Materials","Equity","Philippines","$715,811","3,210,624","0.22","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"KOZAL","KOZA ALTIN ISLETMELERI A","TREKOAL00014","B3LP189","0.0099","Materials","Equity","Turkey","$710,240","86,457","8.21","Istanbul Stock Exchange","USD","TRY","2.79","-"
"ALUP11","ALUPAR INVESTIMENTO UNITS SA","BRALUPCDAM15","B8DWT90","0.0098","Utilities","Equity","Brazil","$708,394","152,000","4.66","XBSP","USD","BRL","3.49","-"
"MYRX","HANSON INTERNATIONAL","ID1000059603","6129813","0.0252","Consumer Discretionary","Equity","Indonesia","$1,816,376","34,572,700","0.05","Indonesia Stock Exchange","USD","IDR","13,514.06","-"
"2489","AMTRAN TECHNOLOGY CO. LTD.","TW0002489002","6185826","0.0098","Consumer Discretionary","Equity","Taiwan","$708,003","1,560,000","0.45","Taiwan Stock Exchange","USD","TWD","31.62","-"
"735","CHINA POWER NEW ENERGY DEVELOPMENT","BMG2157E1093","6185343","0.0098","Utilities","Equity","Hong Kong","$707,018","10,540,000","0.07","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"OTMT","ORASCOM TELECOM MEDIA AND TECHNOLO","EGS693V1C014","B7FN2H3","0.0096","Telecommunication Services","Equity","Egypt","$694,466","6,250,234","0.11","Egyptian Exchange","USD","EGP","7.83","-"
"336","HUABAO INTERNATIONAL HOLDINGS LTD","BMG4639H1227","B00HLY1","0.0251","Materials","Equity","China","$1,807,188","3,716,000","0.49","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
